Reviewed	Classification	Entry	Title	PDB chain IDs
FALSE	3.3	P18484	AP-2 complex subunit alpha-2 OS=Rattus norvegicus OX=10116 GN=Ap2a2 PE=1 SV=3	2vglA,2xa7A,4neeA,4neeB,4neeG,4neeJ,4uqiA,6owtA,6qh5A,6qh6A,6qh7A,6yafA,6yahA
FALSE	3.3	O87496	Chaperone SycD OS=Yersinia enterocolitica W22703 OX=913028 GN=sycD PE=1 SV=1	2vgxA,2vgxB,2vgyA,4am9A
TRUE	3.1,3.2	Q9AYY6	Tail spike protein OS=Enterobacteria phage HK620 OX=155148 GN=9 PE=1 SV=1	2vjiA,2vjjA,2x6wA,2x6xA,2x6yA,2x85A,4avzA,4xkvA,4xkwA,4xl9A,4xlaA,4xlcA,4xleA,4xlfA,4xlhA,4xm3A,4xmyA,4xn0A,4xn3A,4xnfA,4xonA,4xopA,4xorA,4xotA,4xqfA,4xr6A,4yejA,4yelA,6g0xA,6gvpA,6gvrA
FALSE	4.4,4.2	P50120	Retinol-binding protein 2 OS=Homo sapiens OX=9606 GN=RBP2 PE=1 SV=3	2rcqA,2rctA,4edeA,4edeB,4eejA,4eejB,4efgA,4efgB,4exzA,4exzB,4gkcA,4gkcB,4qynA,4qynB,4qypA,4qypB,4qypC,4qypD,4qztA,4qztB,4qztC,4qztD,4qzuA,4qzuB,4qzuC,4qzuD,4ruuA,4ruuB,4zcbA,4zcbB,4zguA,4zguB,4zguC,4zguD,4zh6A,4zh9A,4zj0A,4zj0B,4zr2A,4zr2B,5dg4A,5dg4B,5dg4C,5dg4D,5dpqA,5dpqB,5f58A,5f58B,5f6bA,5f6bB,5f7gA,5f7gB,5fazA,5fazB,5fenA,5fenB,5ffhA,5ffhB,5u6gA,5u6gB,5u6gC,5u6gD,5u6gE,5u6gF,5u6gG,5u6gH,5u6gI,5u6gJ,5u6gK,5u6gL,6bthA,6bthB,6btiA,6btiB,6c7zA,6c7zB,6e50A,6e51A,6e5eA,6e5qA,6e5rA,6e5rB,6e5sA,6e5sB,6e5sC,6e5sD,6e5sE,6e5sF,6e5sG,6e5sH,6e5sI,6e5sJ,6e5sK,6e5sL,6e6lA,6e7mA,6e7mB,6e7mC,6e7mD,6mcuA,6mcuB,6mcuC,6mcuD,6mcuE,6mcuF,6mcuG,6mcuH,6mcuI,6mcuJ,6mcuK,6mcuL,6mcvA,6mcvB,6mcvC,6mcvD,6mcvE,6mcvF,6mcvG,6mcvH,6mcvI,6mcvJ,6mcvK,6mcvL,6mkvA,6mkvB,6mkvC,6mkvD,6mlbA,6mlbB,6mlbC,6mlbD,6on5A,6on5B,6on7A,6on7B,6on8A,6vidA,6vidB,6vidC,6vidD,6vidE,6vidF,6vitA,6vitB,6wnfA,6wnfB,6wnjA,6wnjB,6wnjC,6wp0A,6wp0B,6wp0C,6wp0D,6wp0E,6wp0F,6wp0G,6wp0H,6wp0I,6wp0J,6wp0K,6wp0L,6wp1A,6wp1B,6wp1C,6wp1D,6wp1E,6wp1F,6wp2A,6wp2B,6wp2C
FALSE	3.1	Q9XJP3	Tail spike protein OS=Shigella phage Sf6 OX=10761 PE=1 SV=2	2vbeA,2vbkA,2vbmA,4urrA,4urrB,4urrC,4urrD,4urrE,4urrF
FALSE	3.2,3.2,3.2	O94813	Slit homolog 2 protein OS=Homo sapiens OX=9606 GN=SLIT2 PE=1 SV=1	2v70A,2v70B,2v70C,2v70D,2v9sA,2v9sB,2v9sC,2v9sD,2v9tB,2wfhA,2wfhB
FALSE	3.3	Q9JZ41	Putative fimbrial biogenesis and twitching motility protein OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=NMB1309 PE=1 SV=1	2vq2A
FALSE	4.4	P62575	Sialidase A OS=Streptococcus pneumoniae OX=1313 GN=nanA PE=1 SV=1	2vvzA,2vvzB,2ya4A,2ya4B,2ya5A,2ya5B,2ya6A,2ya6B,2ya7A,2ya7B,2ya7C,2ya7D,2ya8A,2ya8B,4c1xA,4zxkA,4zxkB,5kkyA,5kkyB
FALSE	3.3	O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1	2vyiA,2vyiB,4cpgA,4cpgB,4godA,4godB,4goeA,4goeB,4gofA,4gofB
FALSE	4.4	Q86YC2	Partner and localizer of BRCA2 OS=Homo sapiens OX=9606 GN=PALB2 PE=1 SV=1	2w18A,3eu7A
FALSE	4.2,4.4	Q8T6U0	Green fluorescent protein OS=Dendronephthya sp. SSAL-2002 OX=191210 PE=1 SV=3	2vzxA,2vzxB,2vzxC,2vzxD,2vzxE,2vzxF,2vzxG,2vzxH,5exbA,5exbB,5exbC,5exbD,5exbE,5exbF,5exbG,5exbH,5exbI,5exbJ,5exbK,5exbL,5exbM,5exbN,5exbO,5exbP,5excA,5excB,5excC,5excD,5excE,5excF,5excG,5excH,5excI,5excJ,5excK,5excL,5excM,5excN,5excO,5excP
FALSE	4.4	P62576	Sialidase A OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171101 GN=nanA PE=1 SV=1	2w20A,2w20B,3h71A,3h71B,3h72A,3h72B,3h73A,3h73B,6qzhA
FALSE	4.4	Q9L6G4	Exo-alpha-sialidase OS=Pseudomonas aeruginosa OX=287 GN=DT376_07370 PE=1 SV=2	2w38A,3h6jA
FALSE	4.4,3.4	Q9IH62	Glycoprotein G OS=Nipah virus OX=121791 GN=G PE=1 SV=1	2vsmA,2vwdA,2vwdB,3d11A,3d12A,3d12D
FALSE	3.3	O60763	General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2	2w3cA
FALSE	4.4	I1RH17	Uncharacterized protein OS=Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) OX=229533 GN=FG03054.1 PE=1 SV=1	2w5nA
FALSE	3.1	Q837D8	Pentapeptide repeat family protein OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=EF_0905 PE=1 SV=1	2w7zA,2w7zB
FALSE	4.2	Q9JXV4	Lipoprot_C domain-containing protein OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=NMB1870 PE=1 SV=1	2w80C,2w80D,2w80F,2w80H,2w81C,2w81D,2w81F,2y7sA,2y7sB,2ypvA,4aydC,4aydD,4aydF,4ayeC,4ayeD,4ayeF,5nqxA,5nqxB,5nqxC,5nqxD,5nqxE,5nqzA,5nqzB,5o14A,5o14B,5t5fA
FALSE	4.4	Q96QV1	Hedgehog-interacting protein OS=Homo sapiens OX=9606 GN=HHIP PE=1 SV=3	2wftA,2wftB,2wfxB,2wg3C,2wg3D,2wg4B,3ho3A,3ho4A,3ho4B,3ho5A,3ho5B
FALSE	3.3,4.1	Q09065	Urease accessory protein UreF OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=ureF PE=1 SV=2	2wglA,2wglB,2wglC,3cxnA,3cxnB,3cxnC,3o1qA,3o1qB,3o1qC,3sf5A,3sf5C,4hi0A,4hi0C
FALSE	4.1	G1K3N4	Mannan endo-1,4-beta-mannosidase OS=Salipaludibacillus agaradhaerens OX=76935 PE=1 SV=1	2whjA
FALSE	4.1	Q5YEX6	Beta-mannanase OS=Bacillus sp. N16-5 OX=122631 GN=manA PE=1 SV=1	2whlA,3jugA
FALSE	3.1	Q93S40	Polysialic acid O-acetyltransferase OS=Neisseria meningitidis OX=487 GN=oatWY PE=1 SV=1	2wlcA,2wldA,2wldB,2wldC,2wleA,2wleB,2wleC,2wlfA,2wlfB,2wlfC,2wlgA,2wlgB,2wlgC
FALSE	4.4	Q9ER30	Kelch-like protein 41 OS=Rattus norvegicus OX=10116 GN=Klhl41 PE=1 SV=1	2wozA
FALSE	4.4	Q53G59	Kelch-like protein 12 OS=Homo sapiens OX=9606 GN=KLHL12 PE=1 SV=2	2vpjA,6ttkA,6ttkB,6ttkC,6ttkD,6v7oA,6v7oB
FALSE	4.1,3.3,4.1	Q8ZL64	Autotransporter adhesin SadA OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=sadA PE=1 SV=1	2wpqA,2wpqB,2wpqC,2wprA,2wprB,2wprC,2wpsA,2wpsB,2wpsC,2ynzA,2ynzB,2ynzC
FALSE	4.1	Q7DDU0	Polysialic acid capsule biosynthesis protein SiaC OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=siaC PE=1 SV=1	2wqpA
FALSE	3.4,4.1,3.4,4.1	Q8DP07	1,4-beta-N-acetylmuramidase OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171101 GN=lytC PE=1 SV=1	2ww5A,2wwcA,2wwdA
FALSE	4.1	A0QV09	Uncharacterized oxidoreductase MSMEG_2407/MSMEI_2346 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2407 PE=1 SV=1	2wzmA,2wzmB,2wztA,2wztB
FALSE	3.3	Q9VEC5	Importin-13 OS=Drosophila melanogaster OX=7227 GN=cdm PE=1 SV=1	2x1gF,2x1gG,3zkvA
FALSE	3.3	O94829	Importin-13 OS=Homo sapiens OX=9606 GN=IPO13 PE=1 SV=3	2x19B,2xwuB,3zjyB,3zjyE,3zjyG
FALSE	3.1	O09496	K5 lyase OS=Escherichia virus K5 OX=56637 PE=1 SV=2	2x3hA,2x3hB,2x3hC
FALSE	3.3	Q12125	Golgi to ER traffic protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GET4 PE=1 SV=1	2wpvA,2wpvC,2wpvE,2wpvG,3lkuA,3lkuC,3lkuE,4pwxC,4pwxE,5bw8C,5bwkE,5bwkG,5bwkI,5bwkK,5bwkQ,5bwkS,5bwkU,5bwkW
FALSE	3.3	Q9I325	Regulatory protein PcrH OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pcrH PE=1 SV=1	2xcbA,2xcbB,2xccA,2xccB
FALSE	4.4	Q4QHU7	Prolyl oligopeptidase OS=Leishmania major OX=5664 GN=OPB PE=1 SV=1	2xe4A
FALSE	3.3	P33981	Dual specificity protein kinase TTK OS=Homo sapiens OX=9606 GN=TTK PE=1 SV=2	2x9eA,2zmcA,2zmdA,3cekA,3dbqA,3gfwA,3h9fA,3hmnA,3hmoA,3hmpA,3vquA,3w1fA,3wyxA,3wyyA,3wzjA,3wzkA,4b94A,4b94B,4b94C,4b94D,4bhzA,4bi0A,4bi1A,4bi2A,4c4eA,4c4fA,4c4gA,4c4hA,4c4iA,4c4jA,4cv8A,4cv9A,4cvaA,4d2sA,4h7xA,4h7xB,4h7yA,4h7yB,4h7yC,4h7yD,4js8A,4jt3A,4o6lA,4o6lB,4zegA,5ap0A,5ap1A,5ap2A,5ap3A,5ap4A,5ap5A,5ap6A,5ap7A,5eh0A,5ehlA,5ehoA,5ehyA,5ei2A,5ei6A,5ei8A,5ljjA,5mrbA,5n7vA,5n84A,5n87A,5n93A,5n9sA,5na0A,5nadA,5nttA,5o91A,6b4wA,6gvjA,6h3kA,6n6oA,6tn9A,6tnbA,6tncA,6tndA
FALSE	3.3	Q86TB9	Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2	2xeqA,2xeqB,2xeqC,2xeqD,2xerA,2xerB,2xerC,2xesA,2xesB
FALSE	3.3	Q8P6F4	Cell division coordinator CpoB OS=Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25) OX=190485 GN=cpoB PE=1 SV=1	2xevA,2xevB,2xevC
FALSE	4.4	P61965	WD repeat-containing protein 5 OS=Mus musculus OX=10090 GN=Wdr5 PE=1 SV=1	2xl2A,2xl2B,2xl3A,2xl3B
FALSE	4.4	Q8DI95	Ycf48-like protein OS=Thermosynechococcus elongatus (strain BP-1) OX=197221 GN=tll1695 PE=1 SV=1	2xbgA,5oj5A,5ojpA,5ojpB,5ojpC,5ojrA,5ojrB,5ojrC,5ojrD
FALSE	3.3	O60566	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B PE=1 SV=3	2wviA,3si5A,3si5B,4ggdC,4ggdD,5jjaC,5jjaD,5k6sB,5khuQ,5lcwS,5swfB,6tljS
FALSE	3.3	P41889	Anaphase-promoting complex subunit cut9 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cut9 PE=1 SV=2	2xpiA,2xpiD
FALSE	3.2	Q80ZD8	Amphoterin-induced protein 1 OS=Mus musculus OX=10090 GN=Amigo1 PE=1 SV=1	2xotA,2xotB
FALSE	2.2,3.1,2.2,3.1	Q9MCI8	Immunoglobulin-binding protein EibD OS=Escherichia coli OX=562 GN=eibD PE=1 SV=1	2xqhA,2xzrA
FALSE	3.1	Q70C34	Chain B OS=Xanthomonas albilineans OX=29447 GN=albXIX PE=1 SV=1	2xt2A,2xt2B,2xt4A,2xt4B
FALSE	4.4	O95198	Kelch-like protein 2 OS=Homo sapiens OX=9606 GN=KLHL2 PE=1 SV=2	2xn4A,2xn4B,4chbA,4chbB
FALSE	3.2	P16473	Thyrotropin receptor OS=Homo sapiens OX=9606 GN=TSHR PE=1 SV=2	2xwtC,3g04C
FALSE	4.2	Q9HWP4	Probable porin OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA4137 PE=1 SV=1	2y0hA,3t0sA
FALSE	3.1	Q2I1Y8	QnrB1 OS=Klebsiella pneumoniae OX=573 GN=qnrB1 PE=1 SV=2	2xtwA,2xtwB,2xtwC,2xtwD,2xtxA,2xtxB,2xtyA,2xtyB
FALSE	4.4	Q00610	Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5	2xzgA,4g55A,6e4lA,6qnnA,6qnpA,6qnpB,6qnpC,6qnpD
FALSE	4.1	B0VHH0	3-keto-5-aminohexanoate cleavage enzyme OS=Cloacimonas acidaminovorans (strain Evry) OX=459349 GN=kce PE=1 SV=1	2y7dA,2y7dB,2y7dC,2y7dD,2y7eA,2y7eB,2y7fA,2y7fB,2y7fC,2y7fD,2y7gA,2y7gB
FALSE	4.2	Q89IH6	Blr5658 protein OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110) OX=224911 GN=blr5658 PE=1 SV=1	2y32A,2y32B,2y32C,2y32D,4bboA,4bboB,4bboC,4bboD
FALSE	4.4	B8ZY56	Exo-1,5-alpha-L-arabinofuranobiosidase (Fragment) OS=Gibberella zeae OX=5518 GN=arb93a PE=1 SV=1	2ydpA,2ydpB,2ydpC,2ydtA,5m1zA
FALSE		P77774	Outer membrane protein assembly factor BamB OS=Escherichia coli (strain K12) OX=83333 GN=bamB PE=1 SV=1	2yh3A,2ymsA,2ymsB,2ymsC,2ymsD,3p1lA,3prwA,3q7mA,3q7nA,3q7oA,4pk1A,4xgaA,5aywB,5d0oB,5ljoB,6v05B
FALSE	3.3	P0AC02	Outer membrane protein assembly factor BamD OS=Escherichia coli (strain K12) OX=83333 GN=bamD PE=1 SV=1	2yhcA,3q5mA,3tgoA,3tgoB,5aywD,5d0oD,5d0qD,5d0qH,5ekqD,5ljoD,6v05D
FALSE	4.4	B2J0I0	WD-40 repeat protein OS=Nostoc punctiforme (strain ATCC 29133 / PCC 73102) OX=63737 GN=Npun_R6612 PE=1 SV=1	2ymuA,2ymuB,6r5xA,6r5xB,6r5xC,6r5xD,6r5yA,6r5yB,6r5yC,6r5yD,6r5yE,6r5yF,6r5zA,6r5zB,6r5zC,6r5zD,6r5zE,6r5zF,6r60A,6r60B,6r60C,6r60D
FALSE	5.2,5.4	Q8ZKG6	Putative inner membrane protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=STM4261 PE=1 SV=1	2yn3A,2yn3B,2yn3C,2yn3D,2yn5A,2yn5B
FALSE	4.4	Q09028	Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3	2xu7A,2xu7B,3gfcA,4pbyA,4pbyB,4pbzA,4pc0A,4pc0B,4r7aB,5fxyA,5fxyC,5fxyE,5fxyG,5vtbA,5waiA,5waiE,5wakA,5xwrA,5xwrB,5xxqA,5xxqB,5y1uA,5y1uB,6bw3A,6bw3C,6bw4A,6bw4C,6c23N,6c24N,6g16A,6g16C,6g16E,6g16G,6nq3A,6nq3E
FALSE	3.3	A4IKE6	Uncharacterized protein OS=Geobacillus thermodenitrificans (strain NG80-2) OX=420246 GN=GTNG_0418 PE=1 SV=1	2ynqA,2ynqB,2ynqC,2ynqD,4anoA
FALSE	4.4,4.4	P41811	Coatomer subunit beta' OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC27 PE=1 SV=1	2ynnA,2ynoA,2ynoB,2ynpA,4j73A,4j77A,4j77B,4j78A,4j79A,4j81A,4j81B,4j82A,4j82B,4j84A,4j84B,4j86A,4j86B
FALSE	3.3,3.3	Q9H2K2	Poly [ADP-ribose] polymerase tankyrase-2 OS=Homo sapiens OX=9606 GN=TNKS2 PE=1 SV=1	2y0iS,3kr7A,3kr8A,3kr8C,3mhjA,3mhjB,3mhkA,3p0nA,3p0nC,3p0pA,3p0pC,3p0qA,3p0qC,3twqA,3twqB,3twrA,3twrB,3twrC,3twrD,3twsA,3twsB,3twsC,3twsD,3twtA,3twtB,3twtC,3twtD,3twuA,3twvA,3twvB,3twvC,3twvD,3twwA,3twwB,3twxA,3twxB,3u9hA,3u9hB,3u9yA,3ua9A,3ua9B,3w51A,3w51B,4avuA,4avuB,4avwA,4avwB,4bfpA,4bfpB,4bj9A,4bj9B,4bjbA,4bjcA,4bs4A,4bs4B,4bu3A,4bu3B,4bu5A,4bu5B,4bu6A,4bu6B,4bu7A,4bu7C,4bu8A,4bu8C,4bu9A,4bu9B,4buaA,4buaC,4budA,4budC,4bueA,4bueB,4bufA,4bufB,4buiA,4buiC,4busA,4busB,4butA,4butB,4buuA,4buuB,4buvA,4buvC,4buwA,4buwB,4buxA,4buxC,4buyA,4buyB,4hkiA,4hkiC,4hkiD,4hkiH,4hkkA,4hkkB,4hkkC,4hkkD,4hknA,4hknC,4hl5A,4hl5C,4hlfA,4hlfB,4hlfC,4hlfD,4hlgA,4hlgB,4hlgC,4hlgD,4hlhA,4hlhB,4hlhC,4hlhD,4hlkA,4hlkB,4hlkC,4hlkD,4hlmA,4hlmB,4hlmC,4hlmD,4hmhA,4hmhC,4hyfA,4hyfB,4hyfC,4iueA,4j1zA,4j1zB,4j21A,4j22A,4j22B,4j3lA,4j3mA,4j3mB,4kzlA,4kzlB,4kzlC,4kzlD,4kzqA,4kzqB,4kzqC,4kzqD,4kzuA,4kzuB,4kzuC,4kzuD,4l09A,4l09B,4l09C,4l09D,4l0bA,4l0bB,4l0bC,4l0bD,4l0iA,4l0iB,4l0iC,4l0iD,4l0sA,4l0sB,4l0sC,4l0sD,4l0tA,4l0tB,4l0tC,4l0tD,4l0vA,4l0vB,4l0vC,4l0vD,4l10A,4l10B,4l10C,4l10D,4l2fA,4l2fB,4l2fC,4l2fD,4l2gA,4l2gB,4l2gC,4l2gD,4l2kA,4l2kB,4l2kC,4l2kD,4l31A,4l31B,4l31C,4l31D,4l32A,4l32B,4l32C,4l32D,4l33A,4l33B,4l33C,4l33D,4l34A,4l34B,4l34C,4l34D,4m7bA,4m7bC,4pmlA,4pmlB,4pmlC,4pmlD,4pnlA,4pnlB,4pnlC,4pnlD,4pnmA,4pnmB,4pnmC,4pnmD,4pnnA,4pnnB,4pnnC,4pnnD,4pnqA,4pnqB,4pnqC,4pnqD,4pnrA,4pnrB,4pnrC,4pnrD,4pnsA,4pnsB,4pnsC,4pnsD,4pntA,4pntB,4pntC,4pntD,4tjuA,4tjuB,4tjuC,4tjuD,4tjwA,4tjwB,4tjwC,4tjwD,4tjyA,4tjyB,4tjyC,4tjyD,4tk0A,4tk0B,4tk0C,4tk0D,4tk5A,4tk5B,4tk5C,4tk5D,4tkfA,4tkfB,4tkfC,4tkfD,4tkgA,4tkgB,4tkgC,4tkgD,4tkiA,4tkiB,4tkiC,4tkiD,4ufuA,4ufuB,4ufyA,4ufyB,4uhgA,4uhgB,4ui3A,4ui3B,4ui3C,4ui3D,4ui4A,4ui4B,4ui4C,4ui4D,4ui5A,4ui5B,4ui5C,4ui5D,4ui6A,4ui6B,4ui6C,4ui6D,4ui7A,4ui7B,4ui7C,4ui7D,4ui8A,4ui8B,4ui8C,4ui8D,4uvlA,4uvlC,4uvnA,4uvnB,4uvoA,4uvoB,4uvpA,4uvpB,4uvpC,4uvpD,4uvsA,4uvsC,4uvtA,4uvtC,4uvuA,4uvuB,4uvvA,4uvvB,4uvwA,4uvwB,4uvxA,4uvxB,4uvyA,4uvyB,4uvzA,4uvzC,4ux4A,4ux4B,4w5iA,4w5iB,4z68A,5adqA,5adqB,5adrA,5adrB,5adsA,5adsB,5adtA,5adtB,5aehA,5aehB,5akuA,5akuB,5akwA,5akwB,5al1A,5al1B,5al2A,5al2B,5al3A,5al3B,5al4A,5al4B,5al5A,5al5B,5bxoA,5bxoB,5bxuA,5c5pA,5c5pB,5c5pC,5c5pD,5c5qA,5c5qB,5c5qC,5c5qD,5c5rA,5c5rB,5c5rC,5c5rD,5dczA,5fpfA,5fpfB,5fpfC,5fpfD,5fpgA,5fpgB,5jrtA,5nobA,5nobB,5nspA,5nspB,5nspC,5nspD,5nsxA,5nsxB,5nsxC,5nsxD,5nt0A,5nt0B,5nt0C,5nt0D,5nt4A,5nt4B,5nt4H,5nt4I,5nutA,5nutB,5nvcA,5nvcB,5nvcC,5nvcD,5nveA,5nveB,5nveH,5nveI,5nvfA,5nvfB,5nvfH,5nvfI,5nvhA,5nvhB,5nvhI,5nvhJ,5nwbA,5nwbB,5nwbC,5nwbD,5nwcA,5nwcB,5nwcH,5nwcI,5nwdA,5nwdB,5nwdH,5nwdI,5nwgA,5nwgB,5nwgH,5nwgI,5nxeA,5nxeB,5nxeH,5nxeI,5owsA,5owsB,5owtA,5owtB,5zqoA,5zqoB,5zqpA,5zqpB,5zqqA,5zqqB,5zqrA,5zqrB,6a84A,6a84B,6kroA,6kroB,6tg4AAA,6tg4BBB,6tkmAAA,6tkmBBB,6tknAAA,6tknBBB,6tkpAAA,6tkpBBB,6tkqAAA,6tkqBBB,6tkrAAA,6tkrBBB,6tksAAA,6tksBBB
FALSE	4.1	Q5KY94	3-dehydroquinate dehydratase OS=Geobacillus kaustophilus (strain HTA426) OX=235909 GN=aroD PE=1 SV=1	2yr1A,2yr1B
FALSE	4.5	O67315	UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=murA PE=1 SV=1	2yvwA,3swgA
FALSE	4.1	Q53W90	2-dehydro-3-deoxy-phosphogluconate aldolase OS=Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579) OX=300852 GN=TTHB072 PE=1 SV=1	2yw3A,2yw3B,2yw3C,2yw3D,2yw3E,2yw3F,2yw4A
FALSE	4.1	Q57695	4-hydroxy-tetrahydrodipicolinate synthase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=dapA PE=1 SV=1	2yxgA,2yxgB,2yxgC,2yxgD
FALSE	3.3	Q3ZD73	Hax2 OS=Xanthomonas campestris pv. armoraciae OX=329463 GN=hax2 PE=1 SV=1	2ypfA
FALSE	3.3	Q71VM4	Importin subunit alpha-1a OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0253300 PE=1 SV=2	2ynsA,2ynsB,4b8jA,4b8oA,4b8pA,4b8pB,4bplA,4bqkA,4bqkB
FALSE	3.2	Q9QUK6	Toll-like receptor 4 OS=Mus musculus OX=10090 GN=Tlr4 PE=1 SV=1	2z64A,3vq1A,3vq1B,3vq2A,3vq2B
